District,Building name,Last date of residence of the case(s),Related probable/confirmed cases
Kwun Tong,C-BONS International Centre (non-residential),02/12/2020,6827
Yau Tsim Mong,469 Nathan Road Garden Restaurant (non-residential),02/12/2020,6838
Sham Shui Po,Pei Ho Street Market (non-residential),02/12/2020,6859
Central & Western,The Upper House (non-residential),02/12/2020,6866
Yuen Long,Ping Wui Street Tsui Wah Restaurant (non-residential),02/12/2020,6911
Yuen Long,Sol City Clubhouse (non-residential),02/12/2020,6911
Sha Tin,9 Jat Min Chuen Street Autumn Moon (non-residential),02/12/2020,6913
Yuen Long,Kwong Ming School (non-residential),02/12/2020,6961
Sha Tin,Plaza Ascot (non-residential),02/12/2020,6962
Kowloon City,Treasure World Sushi Man (non-residential),02/12/2020,6989
Tuen Mun,Wan Hei House Siu Hei Court (non-residential),02/12/2020,7010
Sai Kung,Fu Ning Garden Hung Hing (non-residential),02/12/2020,7102
Kwun Tong,Crocodile Centre Mixian Sense (non-residential),02/12/2020,7136
Tsuen Wan,CDW Building Narmony Chinese Cuisine (non-residential),02/12/2020,7137
Sha Tin,Citylink Plaza Mixian Sense (non-residential),02/12/2020,7184
Kwai Tsing,Kwai King Building (non-residential),02/12/2020,7208
Wong Tai Sin,17 Tseuk Luk Street (non-residential),02/12/2020,7287
Tsuen Wan,Chung On Street Ngan Lung Restaurant (non-residential),02/12/2020,7287
Central & Western,27-30 D'Aguilar Street Al's Diner (non-residential),02/12/2020,7793
Central & Western,Asia Standard Tower (non-residential),02/12/2020,7793
Wong Tai Sin,Yue Xiu Plaza Hsin Kuang Banquet Hall (non-residential),02/12/2020,"5532, 5547, 5561, 5568, 5574, 5576, 5592, 5612, 5634, 5672, 5674, 5688, 5739, 5747, 5766, 5771, 5781, 5790, 5800, 5832, 5864, 5870, 5961, 6314, 6433, 6553, 6635, 6995, 7065, 7235"
Yau Tsim Mong,Tern Plaza TamJai SamGor (non-residential),02/12/2020,"6081, 6757"
Yau Tsim Mong,Wu Sang House Superior Manya Japanese Restaurant (non-residential),02/12/2020,"6556, 6731"
Yau Tsim Mong,121 Sai Yee Street Lei Garden (non-residential),02/12/2020,"6740, 6746"
Sha Tin,Chung On Shopping Centre (non-residential),03/12/2020,6588
Sham Shui Po,Block C Hong Kong Industrial Centre (non-residential),03/12/2020,6626
Sham Shui Po,G/F 18A 4D Nassau Street Mei Foo Sun Chuen (non-residential),03/12/2020,6626
Yuen Long,Long Ping Commercial Centre (non-residential),03/12/2020,6629
Kowloon City,G/F Block 17 Site 2 Whampoa Garden (non-residential),03/12/2020,6749
North,Shek Wu Hui Municipal Services Building (non-residential),03/12/2020,6751
Sha Tin,MOSTown (non-residential),03/12/2020,6753
Kwun Tong,Sino Industrial Plaza (non-residential),03/12/2020,6760
Central & Western,7-9 Burd Street Sang Kee Congee Shop (non-residential),03/12/2020,6763
Kowloon City,Oi Man Market (non-residential),03/12/2020,6765
Kowloon City,Oi Man Plaza Fairwood (non-residential),03/12/2020,6765
Kowloon City,Harbour Place & Green Cafe (non-residential),03/12/2020,6767
Tsuen Wan,Fortune Commercial Building (non-residential),03/12/2020,6770
Central & Western,47 Caine Road (non-residential),03/12/2020,6780
Central & Western,Chinese Club Building Tamjai Yunnan Mixian (non-residential),03/12/2020,6780
Eastern,Eastern Centre (non-residential),03/12/2020,6782
Eastern,Island Place (non-residential),03/12/2020,6784
Sha Tin,The Hong Kong Jockey Club Sha Tin Clubhouse Oi Suen (non-residential),03/12/2020,6818
Kwun Tong,Capital Tower (non-residential),03/12/2020,6825
Sha Tin,Peak One Clubhouse (non-residential),03/12/2020,6833
Kwai Tsing,Kwai Shing West Estate Shopping Centre (non-residential),03/12/2020,6834
Kwai Tsing,Luen Yan House Kwai Luen Estate (non-residential),03/12/2020,6835
Kwai Tsing,Luen Yat House Kwai Luen Estate (non-residential),03/12/2020,6835
Tuen Mun,South Wing The Trend Plaza Sushi Express (non-residential),03/12/2020,6859
Sai Kung,East Point City Xie Xie Nong (non-residential),03/12/2020,6870
Sai Kung,PopCorn (non-residential),03/12/2020,6870
Kwun Tong,Ping Shek Estate Fortune Harbour Restaurant (non-residential),03/12/2020,6882
Sha Tin,Ma On Shan Plaza (non-residential),03/12/2020,6909
Southern,Marina Square West Bafang Dumplings (non-residential),03/12/2020,6910
Yuen Long,Fung Cheung Building Foragers House (non-residential),03/12/2020,6911
Sha Tin,On Hong Building 13 Chik Fai Street (non-residential),03/12/2020,6912
Sha Tin,Yuet On Building (non-residential),03/12/2020,6912
Kwun Tong,Telford Plaza II Modern China Restaurant (non-residential),03/12/2020,6915
Kwun Tong,Bank of China (Telford Gardens Branch) (non-residential),03/12/2020,6927
Kwun Tong,Ngau Tau Kok Ambulance Depot (non-residential),03/12/2020,6927
Sha Tin,Greenfield Court Sushi Tokumi (non-residential),03/12/2020,6934
Sha Tin,Greenwood Garden (non-residential),03/12/2020,6934
Sha Tin,Shatin Centre (non-residential),03/12/2020,6934
Central & Western,49 Bonham Strand Pho Mot Vietnamese Restaurant (non-residential),03/12/2020,6958
Eastern,Fung Yuen Building Cafe de Itamomo (non-residential),03/12/2020,6958
Eastern,Marina House (non-residential),03/12/2020,6958
Wan Chai,MTR Causeway Bay Petit Pret (non-residential),03/12/2020,6972
Sha Tin,San Shek House Shek Mun Estate (non-residential),03/12/2020,6977
Islands,Fu Tung Plaza Café de Coral (non-residential),03/12/2020,7009
Tsuen Wan,Nina Tower (non-residential),03/12/2020,7057
Wong Tai Sin,Mikiki Saizeriya Italian Restaurant (non-residential),03/12/2020,7069
Central & Western,Alliance Building (non-residential),03/12/2020,7094
Yau Tsim Mong,New World Millennium Hong Kong Hotel Café East (non-residential),03/12/2020,7096
Yuen Long,Yoho Mall II Super Star Chinese Cuisine (non-residential),03/12/2020,7096
Kwai Tsing,Kwai Chung Shopping Centre Seasons Café (non-residential),03/12/2020,7117
Islands,Tung Chung Ambulance Depot (non-residential),03/12/2020,7117
Eastern,Kornhill Recreation Club (non-residential),03/12/2020,7119
Kwun Tong,TG Place TamJai SamGor (non-residential),03/12/2020,7136
Yuen Long,Residence 88 Clubhouse (non-residential),03/12/2020,7148
Sham Shui Po,Yeung Kin Man Academic Building City University of Hong Kong (non-residential),03/12/2020,7253
Kwai Tsing,Espinada Villa Shopping Centre Bun Hui Café (non-residential),03/12/2020,7414
Central & Western,The Centrium (non-residential),03/12/2020,7793
Sha Tin,Lucky Plaza (non-residential),03/12/2020,"5813, 6016, 6892, 6934"
Yau Tsim Mong,Good Hope Building London Restaurant (non-residential),03/12/2020,"5892, 6838"
Kwun Tong,Sau Mau Ping Shopping Centre (non-residential),03/12/2020,"6156, 6296, 6955, 7118, 7204"
Kwun Tong,Laguna Plaza (non-residential),03/12/2020,"6570, 6821"
Kowloon City,Construction site at Inland Revenue Tower in Kai Tak Development (non-residential),03/12/2020,"6628, 6638, 6879"
Wan Chai,Lee Gardens Three Duckee (non-residential),03/12/2020,"6665, 6746, 6752, 6860, 6910, 6937, 6976, 7110"
Tsuen Wan,Cheong On Building 7号麵檔 (non-residential),04/12/2020,6732
Wong Tai Sin,The Latitude (non-residential),04/12/2020,6783
Central & Western,Far East Finance Centre Genki Sushi (non-residential),04/12/2020,6785
Kowloon City,3 Lung Kong Road Lucky Fast Food (non-residential),04/12/2020,6786
Wan Chai,16 King Kwong Street (non-residential),04/12/2020,6796
Kowloon City,Kowloon City Law Courts Building (non-residential),04/12/2020,6822
Central & Western,Central World Wide House 19 Des Voeux Road (non-residential),04/12/2020,6863
Sai Kung,3 Chun Kwong Street (non-residential),04/12/2020,6874
Sha Tin,Mei Lam Shopping Centre (non-residential),04/12/2020,6892
Yuen Long,Koon Wong Mansion Wing Shun Food Shop (non-residential),04/12/2020,6911
Sha Tin,Grandeur Garden Shopping Arcade Café de Coral (non-residential),04/12/2020,6912
Kwai Tsing,Cho Yiu Chuen Market (non-residential),04/12/2020,6946
Yau Tsim Mong,Yau Ma Tei Market (non-residential),04/12/2020,6946
Wan Chai,On Loong Commercial Building (non-residential),04/12/2020,6971
Kwun Tong,Centre Parc (non-residential),04/12/2020,6986
Yau Tsim Mong,Mayfair Centre (non-residential),04/12/2020,6998
Islands,Tai Wai Hang Village 逸東海景燒烤場 (non-residential),04/12/2020,7009
Tuen Mun,Richland Garden Shopping Arcade (non-residential),04/12/2020,7010
Yau Tsim Mong,CTMA Centre Yadllie Plate (non-residential),04/12/2020,7012
Yau Tsim Mong,Hong Kong Science Museum (non-residential),04/12/2020,7034
Kwai Tsing,Kwai Chung Plaza (non-residential),04/12/2020,7034
Sha Tin,Fortune City One Gyuhachi Wagyu Yakiniku Restaurant (non-residential),04/12/2020,7038
Sham Shui Po,Wai Lee Commercial Building Green River Restuarant (non-residential),04/12/2020,7047
Eastern,Kornhill Plaza Office Tower (non-residential),04/12/2020,7063
Kwai Tsing,Ever Gain Plaza (non-residential),04/12/2020,7068
Yau Tsim Mong,Nathan Hotel Tao Heung (non-residential),04/12/2020,7069
Tuen Mun,San Hui Market (non-residential),04/12/2020,7073
Southern,Twghs Shiu Wong Lee Moon Fook Nursery School (non-residential),04/12/2020,7074
Yau Tsim Mong,75 Austin Road (non-residential),04/12/2020,7075
Yau Tsim Mong,Hong Kiu Mansion 七福神和食亭 (non-residential),04/12/2020,7096
Yau Tsim Mong,Hollywood Plaza (non-residential),04/12/2020,7119
Yau Tsim Mong,Hung Wai Building Sushi Express (non-residential),04/12/2020,7119
Tuen Mun,Venice Gardens Shopping Mall Province Hot-Pot and Seafood Restaurant (non-residential),04/12/2020,7124
Wan Chai,Hong Kong Police Headquarters (non-residential),04/12/2020,7126
Kwun Tong,Sing Win Factory Building Thai Food Fusion (non-residential),04/12/2020,7136
Kowloon City,354 Prince Edward Road West Mrs Hunan (non-residential),04/12/2020,7142
Yau Tsim Mong,Bank of East Asia Mongkok Building (non-residential),04/12/2020,7142
Yau Tsim Mong,G/F Kalok Building (non-residential),04/12/2020,7142
Kwai Tsing,Kwai Shing East Shopping Centre (non-residential),04/12/2020,7178
Sham Shui Po,One Madison Times Cafe (non-residential),04/12/2020,7180
Yau Tsim Mong,594-596 Nathan Road Red Tea Café (non-residential),04/12/2020,7189
Yau Tsim Mong,65 Sai Yeung Choi Street South (non-residential),04/12/2020,7189
Sham Shui Po,Precious Industrial Centre (non-residential),04/12/2020,7189
Yau Tsim Mong,481 Nathan Road (non-residential),04/12/2020,7242
Yau Tsim Mong,483 Nathan Road (non-residential),04/12/2020,7242
Kwun Tong,Wai Yip Industrial Building (non-residential),04/12/2020,7267
Kwun Tong,Winner Factory Building Lok Tin Café (non-residential),04/12/2020,7267
Yau Tsim Mong,Chong Hing Square Ying Dining (non-residential),04/12/2020,7271
Wan Chai,Shining Building Dong Fang Gong LanZhou Beef Noodle (non-residential),04/12/2020,7275
Sha Tin,Lung Hang Shopping Centre Rich Forex Restaurant (non-residential),04/12/2020,7286
Tsuen Wan,Wing Hing Industrial Building (non-residential),04/12/2020,7291
Tai Po,Tai Yee House Tai Yuen Estate (non-residential),04/12/2020,7537
Yau Tsim Mong,The Hong Kong Polytechnic University (non-residential),04/12/2020,7671
Wan Chai,Hysan Place (non-residential),04/12/2020,"5426, 5895, 7096"
Kwun Tong,APM (non-residential),04/12/2020,"5556, 6067, 6914, 7307"
Sha Tin,Lung Hang Market (non-residential),04/12/2020,"5909, 6778, 6779, 7286"
Tsuen Wan,Yeung Uk Road Municipal Services Building (non-residential),04/12/2020,"6509, 6860, 7006"
Sha Tin,MOSTown (Phase 4) (non-residential),04/12/2020,"6588, 6967, 7268"
Kwun Tong,Prosperity Place (non-residential),04/12/2020,"6786, 6904"
Central & Western,Golden Sun Centre (non-residential),04/12/2020,"6792, 6881, 6962"
Sha Tin,Heng on Shopping Centre (non-residential),04/12/2020,"6967, 6993"
Kowloon City,Universal Funeral Parlour (non-residential),05/12/2020,6840
Sha Tin,Mei Lam Shopping Centre Victoria Harbour Roasted Goose Seafood Restaurant (non-residential),05/12/2020,6892
Wan Chai,Lucky House (non-residential),05/12/2020,6894
Wan Chai,Jardine Summit (non-residential),05/12/2020,6922
Sai Kung,Sheung Tak Plaza Sun Lok Yuen (non-residential),05/12/2020,6937
Sham Shui Po,V Walk TeaWood Taiwanese Cafe & Restaurant (non-residential),05/12/2020,6957
Yau Tsim Mong,Xiqu Centre Peony Garden (non-residential),05/12/2020,6957
Kwun Tong,Sing Win Factory Building 新匯聚餐廳小廚 (non-residential),05/12/2020,6959
Sha Tin,Sha Tin Galleria McDonald's (non-residential),05/12/2020,6962
Tuen Mun,H.A.N.D.S Fairwood (non-residential),05/12/2020,6974
Kwun Tong,Kai Tin Shopping Centre Itamomo Café (non-residential),05/12/2020,6977
Kwun Tong,Sing Yip Factory Building 新匯聚打冷小廚 (non-residential),05/12/2020,6988
Sha Tin,Hang On Market 鼎鋮小食 (non-residential),05/12/2020,6993
Central & Western,Sheung Wan Municipal Services Building (non-residential),05/12/2020,7008
North,Regentville Shopping Centre Victoria Harbour Restaurant (non-residential),05/12/2020,7013
Sha Tin,Mei Lam Commercial Complex Victoria Harbour Roasted Goose Seafood Restaurant (non-residential),05/12/2020,7029
Kwai Tsing,Fu Tak House Tai Wo Hau Estate (non-residential),05/12/2020,7035
Wan Chai,Lee Gardens Three Belgos (non-residential),05/12/2020,7062
Sham Shui Po,116 Nam Cheong Street Jade Restaurant (non-residential),05/12/2020,7069
Yau Tsim Mong,Olympian City 2 Tomato Club (non-residential),05/12/2020,7096
Tsuen Wan,Panda Place Shouten Steamed Pork Dumpling Shanghainese Restaurant (non-residential),05/12/2020,7096
Eastern,Block 14 City Garden (non-residential),05/12/2020,7104
Eastern,Cape Collinson Crematorium (non-residential),05/12/2020,7117
Eastern,Goldfield Mansion Fung Shing Restaurant (non-residential),05/12/2020,7117
Islands,Skypier (non-residential),05/12/2020,7134
Kwun Tong,APM 魚兵衛 (non-residential),05/12/2020,7136
Kwai Tsing,Hutchison Logistics Centre (non-residential),05/12/2020,7152
Islands,Fu Tung Plaza (non-residential),05/12/2020,7153
Wong Tai Sin,42 Shung Ling Street 地道館車仔麵 (non-residential),05/12/2020,7180
Yuen Long,Kwong Wah Centre Chrisly Cafe (non-residential),05/12/2020,7184
Eastern,Hing Wah Plaza (non-residential),05/12/2020,7187
Eastern,Hing Wah Plaza 彩逸漁港 (non-residential),05/12/2020,7187
Eastern,Wan Tsui Shopping Centre (non-residential),05/12/2020,7187
Kwun Tong,Domain Grove Café (non-residential),05/12/2020,7189
Sham Shui Po,Hang Ning Court Golden Café (non-residential),05/12/2020,7189
Sham Shui Po,Un Chi House (non-residential),05/12/2020,7189
Eastern,Yue Wan Estate Administration Building (non-residential),05/12/2020,7202
Kwun Tong,Chuan Yuan Factory Building (non-residential),05/12/2020,7241
Yau Tsim Mong,Fa Yuen Street Municipal Services Building (non-residential),05/12/2020,7267
Sha Tin,New Town Plaza Oliver's Super Sandwiches (non-residential),05/12/2020,7270
Sha Tin,New Town Tower (non-residential),05/12/2020,7270
Sham Shui Po,Nam Cheong Place Market (non-residential),05/12/2020,7279
Yuen Long,Tung Yik Building (non-residential),05/12/2020,7305
Yau Tsim Mong,1 Lai Chi Kok Road (non-residential),05/12/2020,7307
Yau Tsim Mong,K11 Musea Greyhound Café Galleria (non-residential),05/12/2020,7360
Tsuen Wan,Tsuen Wan Lung Mo Temple (non-residential),05/12/2020,7360
Tsuen Wan,Wing On Mansion 源記粉麵茶餐廳 (non-residential),05/12/2020,7360
Tsuen Wan,Cheong Tai Building 亞玉豆腐花 (non-residential),05/12/2020,7418
Sai Kung,PopWalk 1 (non-residential),05/12/2020,7491
Tai Po,Tai Ling House Tai Yuen Estate (non-residential),05/12/2020,7537
Wong Tai Sin,200 Po Kong Village Road (non-residential),05/12/2020,7771
Kwai Tsing,Seung Lai House Wah Lai Estate (non-residential),05/12/2020,7771
Central & Western,22 Possession Street The Lot on Possession (non-residential),05/12/2020,7793
Central & Western,49 Elgin Street Bouchon Bistro Francais (non-residential),05/12/2020,7793
Sha Tin,Tai Wai Market (non-residential),05/12/2020,"5730, 5883, 6892"
Kwai Tsing,Kwai Chung Plaza Bubble Tea Work (non-residential),05/12/2020,"6003, 7011"
Eastern,TWGHs Fong Shu Chuen Social Service Building (non-residential),05/12/2020,"6179, 6351, 6608, 6637, 6640, 6692, 6696, 6699, 6700, 6702, 6720, 7095"
Kowloon City,Ching Long Shopping Centre (non-residential),05/12/2020,"6374, 6959, 6992"
Sha Tin,Sha Tin Government Offices (non-residential),05/12/2020,"6779, 6962"
Kowloon City,Centre for Health Protection (non-residential),05/12/2020,"6927, 7028, 7056, 7117"
Kwun Tong,Selwyn Factory Building (non-residential),05/12/2020,"7241, 7414"
Sai Kung,Po Pak House Po Ming Court (non-residential),06/12/2020,6930
Tai Po,The Golden Gate Shopping Mall Man Fong Café (non-residential),06/12/2020,6951
Yau Tsim Mong,G/F 202 Sai Yeung Choi Street South (non-residential),06/12/2020,6957
Tuen Mun,Eldo Court Shopping Centre (non-residential),06/12/2020,6989
Tuen Mun,H.A.N.D.S (non-residential),06/12/2020,6989
Sha Tin,Grand Central Plaza (non-residential),06/12/2020,6993
Islands,Yat Tung Shopping Centre (non-residential),06/12/2020,7009
Kwai Tsing,MTR Kwai Fong Station (non-residential),06/12/2020,7011
Eastern,Wah Hoi Mansion Fu Wah Café (non-residential),06/12/2020,7032
Tsuen Wan,Panda Place Ushi Shabu (non-residential),06/12/2020,7035
Sham Shui Po,80 Fuk Wing Street Eat Together (non-residential),06/12/2020,7051
Sham Shui Po,Precious Blood Hospital (non-residential),06/12/2020,7051
Sai Kung,"Ming Chau House, Kin Ming Estate (non-residential)",06/12/2020,7056
Wong Tai Sin,26 Yan Oi Street Po Yuen Cafe (non-residential),06/12/2020,7069
Sha Tin,Hin Keng Shopping Centre Good Take Cart Noodles (non-residential),06/12/2020,7094
Wan Chai,555 Hennessy Road (non-residential),06/12/2020,7096
Sha Tin,Lakeside 1 Nam Sky Kitchen (non-residential),06/12/2020,7096
Sha Tin,Kings Wing Plaza 1 ShaTin Buddies Restaurant (non-residential),06/12/2020,7101
Sha Tin,Sha Kok Commercial Centre (non-residential),06/12/2020,7101
Sha Tin,Tin Po Building Daniel's Restaurant (non-residential),06/12/2020,7108
Kwun Tong,"G/F, Wai King Building (non-residential)",06/12/2020,7112
Islands,Airport Police Station (non-residential),06/12/2020,7126
Kowloon City,Fashion World The Whampoa (non-residential),06/12/2020,7141
Kowloon City,G/F 99-109 Dock Street (non-residential),06/12/2020,7141
Tai Po,Kwong Fuk Commercial Centre Star Seafood Restaurant (non-residential),06/12/2020,7155
Wan Chai,Lee Garden Two 10 Shanghai (non-residential),06/12/2020,7173
Wan Chai,Wanchai Commercial Centre (non-residential),06/12/2020,7173
Sha Tin,New Town Plaza Phase 3 Chun Shui Tang (non-residential),06/12/2020,7186
Sha Tin,New Town Plaza Phase 3 Hazukido (non-residential),06/12/2020,7186
Eastern,Yue Wan Estate 德聲海鮮酒家 (non-residential),06/12/2020,7187
Sha Tin,Lucky Plaza Tak Hing Restaurant (non-residential),06/12/2020,7199
Sha Tin,New Jade Shopping Arcade Salala (non-residential),06/12/2020,7200
Tsuen Wan,KOLOUR ‧ Tsuen Wan Peninsula Cuisine (non-residential),06/12/2020,7208
Tsuen Wan,Tai Hung Fai (Tsuen Wan) Centre Choi Fook Royal Banquet (Closed) (non-residential),06/12/2020,7208
Kwai Tsing,Kwai Fong Plaza (non-residential),06/12/2020,7232
Sha Tin,Lucky Plaza Genki Sushi (non-residential),06/12/2020,7270
Sham Shui Po,Un On Building Yunnan Style (non-residential),06/12/2020,7270
Kwai Tsing,Shek Yam Shopping Centre (non-residential),06/12/2020,7281
Tai Po,G/F 60-62 Kwong Fuk Road (non-residential),06/12/2020,7289
Sham Shui Po,315 Lai Chi Kok Road Q1 (non-residential),06/12/2020,7315
Tai Po,Tower 1 Deerhill Tower (non-residential),06/12/2020,7323
Yau Tsim Mong,Chinachem Golden Plaza (non-residential),06/12/2020,7360
Yau Tsim Mong,New Mandarin Plaza Fairwood (non-residential),06/12/2020,7360
Yau Tsim Mong,Star House (non-residential),06/12/2020,7360
Yau Tsim Mong,The Lamma Tower Floom Floom (non-residential),06/12/2020,7360
Sham Shui Po,21 Glee Path Mimikai Café (non-residential),06/12/2020,7368
Sha Tin,"G/F, Lakeside 1, 8 Science Park West Avenue Nam Sky Kitchen (non-residential)",06/12/2020,7391
Sham Shui Po,Un Chau Shopping Centre Sushi Express (non-residential),06/12/2020,7421
Kwun Tong,Lei Yue Mun Municipal Services Building (non-residential),06/12/2020,7440
Kwun Tong,Lei Yue Mun Plaza Ngan Lung Restaurant (non-residential),06/12/2020,7440
Tai Po,Plover Cove Garden Shopping Centre (non-residential),06/12/2020,7478
Tsuen Wan,Cheong Kwai Court Wealthy Garden (non-residential),06/12/2020,7655
Sha Tin,New Town Plaza (non-residential),06/12/2020,"5575, 5780, 7186"
Kowloon City,Hung Hom Municipal Services Building (non-residential),06/12/2020,"5613, 6134, 6327, 6551, 6893"
Sha Tin,"YATA Department Store (Shatin), L1 & 2, New Town Plaza 3 (non-residential)",06/12/2020,"6067, 6621, 6818, 6848, 6993, 7033, 7051, 7090, 7184, 7267, 7268, 7269, 7270, 7291, 7343, 7352, 7357, 7374, 7613, 7632, 7715"
Sha Tin,Hin Keng Shopping Centre (non-residential),06/12/2020,"6199, 7094"
Islands,D'Deck Pascucci (non-residential),06/12/2020,"6492, 7306"
Kwai Tsing,Kwai Chung Shopping Centre (non-residential),06/12/2020,"6672, 6860, 7208"
Tai Po,Hong Kong Police Force New Territories North Regional Headquarters (non-residential),06/12/2020,"6675, 6951"
Kwun Tong,COS Centre Long Feng Hao (non-residential),06/12/2020,"6827, 7478"
Yuen Long,YOHO I Green Waffle Diner (non-residential),06/12/2020,"7096, 7390"
Tai Po,Treasure Garden Oi-Shi-Sushi (non-residential),06/12/2020,"7289, 7290"
Kwun Tong,Sau Yat House Sau Mau Ping Estate (non-residential),07/12/2020,6955
Yau Tsim Mong,26 Wan Fung Street 西記粥店 (non-residential),07/12/2020,6975
Kowloon City,Hong Kong Baptist Hospital (non-residential),07/12/2020,6975
Kwun Tong,Sau Mau Ping Shopping Centre Café de Coral (non-residential),07/12/2020,6994
Tuen Mun,Butterfly Market (non-residential),07/12/2020,7010
Tuen Mun,Siu Hei Court Commercial Centre 金銘潮州粉麵 (non-residential),07/12/2020,7010
North,Oi Man Plaza Café 100% (non-residential),07/12/2020,7013
Tuen Mun,The Hong Kong Society for the Blind Jockey Club Tuen Mun Home for the Aged Blind (non-residential),07/12/2020,7014
Kwai Tsing,Kwai Chung Plaza Fu Wah Café (non-residential),07/12/2020,7059
Tsuen Wan,65 Tai Ho Road (non-residential),07/12/2020,7060
Wong Tai Sin,Yue Xiu Plaza Cheung Ying Seafood Restaurant (non-residential),07/12/2020,7064
Yau Tsim Mong,Block A Wah May Building (non-residential),07/12/2020,7084
Yau Tsim Mong,Cordis Hotels & Resorts Hong Kong (non-residential),07/12/2020,7084
Wan Chai,Harcourt House (non-residential),07/12/2020,7101
Wong Tai Sin,Kam Pik House Maple Café (non-residential),07/12/2020,7113
Sham Shui Po,Kowloon Technical School (non-residential),07/12/2020,7115
Yau Tsim Mong,Langham Place Office Tower (non-residential),07/12/2020,7123
Yau Tsim Mong,Fa Yuen Street Market (non-residential),07/12/2020,7135
Kwun Tong,MTR Kowloon Bay Station (non-residential),07/12/2020,7140
Kwai Tsing,Kwai Chung Plaza Café de Coral (non-residential),07/12/2020,7149
Kwai Tsing,Wing Fong Street Market (non-residential),07/12/2020,7149
Tai Po,Tai Po Mega Mall Jade Garden (non-residential),07/12/2020,7155
Southern,Marina Square West Centre Shanghai Lao Lao (non-residential),07/12/2020,7173
Yau Tsim Mong,59A Public Square Street Hei Yin Restaurant (non-residential),07/12/2020,7187
Kowloon City,Harbour Place (non-residential),07/12/2020,7188
Eastern,406 - 408 King's Road Ocean Empire Food Shop (non-residential),07/12/2020,7211
Tuen Mun,Emerald Bay (non-residential),07/12/2020,7227
Wan Chai,C.C.Wu Building (non-residential),07/12/2020,7232
Kwun Tong,Nanyang Plaza (non-residential),07/12/2020,7233
Wong Tai Sin,Tak Oi Secondary School (non-residential),07/12/2020,7278
Kwai Tsing,North Kwai Chung Market (non-residential),07/12/2020,7281
Tsuen Wan,Belvedere Garden Tai Hing (non-residential),07/12/2020,7287
Tsuen Wan,Tai Hung Fai (Tsuen Wan) Centre Magic Touch (non-residential),07/12/2020,7289
Tsuen Wan,Ocean Pride Mall Joyous Gate (non-residential),07/12/2020,7291
Eastern,Hing Wah Centre 彩逸漁港 (non-residential),07/12/2020,7310
Eastern,Yue Wan Market (non-residential),07/12/2020,7310
Yau Tsim Mong,16 Granville Road (non-residential),07/12/2020,7315
Yau Tsim Mong,Lung Mong Building 唐記包點 (non-residential),07/12/2020,7317
Kowloon City,25 Sung Kit Street 斧吧 BBQ BAR & Restaurant (non-residential),07/12/2020,7359
Yau Tsim Mong,T.O.P This Is Our Place (non-residential),07/12/2020,7360
Yuen Long,Cheong Fat Building 金香泰菜 (non-residential),07/12/2020,7361
Sham Shui Po,Fung Sing Building (non-residential),07/12/2020,7363
Sham Shui Po,Lai Kok Estate Lai Kuk House (non-residential),07/12/2020,7363
Sham Shui Po,"Lai Lan House, Lai Kok Estate (non-residential)",07/12/2020,7363
North,28 Luen Shing Street 狂潮美食坊 (non-residential),07/12/2020,7440
North,Fanling Centre Shopping Arcade Phase 2 Haorizi Palace Banquet (non-residential),07/12/2020,7440
Wan Chai,Wanchai Tower (non-residential),07/12/2020,7478
Yau Tsim Mong,Bright Growth Medical Centre (non-residential),07/12/2020,7480
Kowloon City,AEON Style Phaya Thai (non-residential),07/12/2020,7503
Southern,Ocean Park (non-residential),07/12/2020,"5741, 6163, 7141"
Yau Tsim Mong,Langham Place (non-residential),07/12/2020,"5964, 6003, 6928, 7360"
Sha Tin,Sui Wo Court Shopping Centre (non-residential),07/12/2020,"7175, 7236"
Wong Tai Sin,Chi Lin Care and Attention Home (non-residential),08/12/2020,7113
Central & Western,Central Tower (non-residential),08/12/2020,7168
Kwai Tsing,Tai Wo Hau Commercial Centre (non-residential),08/12/2020,7177
Sha Tin,Lee On Shopping Centre (non-residential),08/12/2020,7186
Sha Tin,Lee On Shopping Centre Itamomo Café (non-residential),08/12/2020,7186
Kowloon City,The Whampoa Golden Fortune Restaurant (non-residential),08/12/2020,7188
Islands,Yat Tung Shopping Centre 金銘潮州粉麵 (non-residential),08/12/2020,7206
Kwai Tsing,Kingsford Industrial Building Phase 2 (non-residential),08/12/2020,7213
Sai Kung,Park Central (non-residential),08/12/2020,7230
Kwun Tong,Sceneway Plaza Dragon City Café (non-residential),08/12/2020,7230
Sham Shui Po,Clifford Centre (non-residential),08/12/2020,7234
Wong Tai Sin,Temple Mall Akam Laksa (non-residential),08/12/2020,7234
Yau Tsim Mong,66 Parkes Street Tai Hing (non-residential),08/12/2020,7235
Kwun Tong,G/F Block I Telford Gardens (non-residential),08/12/2020,7239
Wan Chai,Soundwill Plaza (non-residential),08/12/2020,7246
Kwai Tsing,Cheung Hong Estate Market No.2 (non-residential),08/12/2020,7289
Kwai Tsing,Lok Sin Tong Leung Chik Wai Memorial School (non-residential),08/12/2020,7289
Tsuen Wan,Tak Fung Industrial Centre (non-residential),08/12/2020,7291
Yau Tsim Mong,498-500 Nathan Road Red Tea Café (non-residential),08/12/2020,7315
Yau Tsim Mong,China Hong Kong Centre (non-residential),08/12/2020,7315
Yau Tsim Mong,Carnarvon Plaza Mixian Sense (non-residential),08/12/2020,7318
Central & Western,Central Building (non-residential),08/12/2020,7340
